AvailabilityZone,BilledCost,BillingAccountID,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,ChargeSubcategory,CommitmentDiscountCategory,CommitmentDiscountID,CommitmentDiscount Name,CommitmentDiscountType,EffectiveCost,InvoiceIssuer,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,Provider,Publisher,Region,ResourceID,ResourceName,ResourceType,ServiceCategory,ServiceName,SKUID,SKUPriceID,SubAccountID,SubAccountName,Tags,UsageQuantity,UsageUnit
,185.69551986322057,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,185.69551986322057,IBM,185.69551986322057,0.249590752597515,On-Demand,743.9999997222222,VIRTUAL_PROCESSOR_CORE_HOURS,IBM,IBM,eu-de,crn:v1:bluemix:public:containers-kubernetes:eu-de:a/76445171de0246759484e1174bf8f1f0:ck637n7f06ji8rfbfsug:worker:kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000009a4,ck637n7f06ji8rfbfsug_kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000009a4,service_instance,,Kubernetes Service,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'schematicsid': 'eu-de.workspace.iks_-_cluster_integrations.51aa6c22', 'tf-int': ''}",743.9999997222222,VIRTUAL_PROCESSOR_CORE_HOURS
,0.0,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,0.0,IBM,0.0,0.0,On-Demand,743.9999997222222,RHEL_INSTANCE_HOURS,IBM,IBM,eu-de,crn:v1:bluemix:public:containers-kubernetes:eu-de:a/76445171de0246759484e1174bf8f1f0:ck637n7f06ji8rfbfsug:worker:kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000009a4,ck637n7f06ji8rfbfsug_kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000009a4,service_instance,,Kubernetes Service,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'schematicsid': 'eu-de.workspace.iks_-_cluster_integrations.51aa6c22', 'tf-int': ''}",743.9999997222222,RHEL_INSTANCE_HOURS
,14.094157434737845,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,14.094157434737845,IBM,0.140941574347378,0.0001894376,On-Demand,743.9999997222222,DISK_HOURS,IBM,IBM,eu-de,crn:v1:bluemix:public:containers-kubernetes:eu-de:a/76445171de0246759484e1174bf8f1f0:ck637n7f06ji8rfbfsug:worker:kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000009a4,ck637n7f06ji8rfbfsug_kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000009a4,service_instance,,Kubernetes Service,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'schematicsid': 'eu-de.workspace.iks_-_cluster_integrations.51aa6c22', 'tf-int': ''}",743.9999997222222,DISK_HOURS
,1.045,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,1.045,IBM,1.045,1.045,On-Demand,1.0,INSTANCE,IBM,IBM,eu-de,crn:v1:bluemix:public:is:eu-de-2:a/76445171de0246759484e1174bf8f1f0::floating-ip:r010-0b1dd87f-2c5a-482e-84fd-cab96e8c8996,161.156.169.116,resource_instance,,Floating IP for VPC,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,,1.0,INSTANCE
,29.64809041053067,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,29.64809041053067,IBM,29.64809041053067,0.0007969916779999999,On-Demand,37199.99998611111,GIGABYTE_HOUR,IBM,IBM,eu-de,crn:v1:bluemix:public:is:eu-de-2:a/76445171de0246759484e1174bf8f1f0::volume:r010-8c414455-44ff-4288-a178-104ae6947f87,pvc-a1ee78fd-b5c4-4fb3-9d60-39519d40d203,resource_instance,,Block Storage for VPC,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'clusterid': 'ck637n7f06ji8rfbfsug', 'namespace': 'openshift-storage', 'provisioner': 'vpc.block.csi.ibm.io', 'pv': 'pvc-a1ee78fd-b5c4-4fb3-9d60-39519d40d203', 'pvc': 'rook-ceph-mon-c', 'reclaimpolicy': 'delete', 'storageclass': 'ibmc-vpc-block-metro-10iops-tier'}",37199.99998611111,GIGABYTE_HOUR
,153.62083915957334,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,153.62083915957334,IBM,2034.843979640276,2.73500535,On-Demand,743.9999997222222,GIGABYTE_HOURS,IBM,IBM,eu-de,crn:v1:bluemix:public:containers-kubernetes:eu-de:a/76445171de0246759484e1174bf8f1f0:ck637n7f06ji8rfbfsug:worker:kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000006c9,ck637n7f06ji8rfbfsug_kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000006c9,service_instance,,Kubernetes Service,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'schematicsid': 'eu-de.workspace.iks_-_cluster_integrations.51aa6c22', 'tf-int': ''}",743.9999997222222,GIGABYTE_HOURS
,185.69551986322057,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,185.69551986322057,IBM,185.69551986322057,0.249590752597515,On-Demand,743.9999997222222,VIRTUAL_PROCESSOR_CORE_HOURS,IBM,IBM,eu-de,crn:v1:bluemix:public:containers-kubernetes:eu-de:a/76445171de0246759484e1174bf8f1f0:ck637n7f06ji8rfbfsug:worker:kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000006c9,ck637n7f06ji8rfbfsug_kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000006c9,service_instance,,Kubernetes Service,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'schematicsid': 'eu-de.workspace.iks_-_cluster_integrations.51aa6c22', 'tf-int': ''}",743.9999997222222,VIRTUAL_PROCESSOR_CORE_HOURS
,0.0,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,0.0,IBM,0.0,0.0,On-Demand,743.9999997222222,RHEL_INSTANCE_HOURS,IBM,IBM,eu-de,crn:v1:bluemix:public:containers-kubernetes:eu-de:a/76445171de0246759484e1174bf8f1f0:ck637n7f06ji8rfbfsug:worker:kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000006c9,ck637n7f06ji8rfbfsug_kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000006c9,service_instance,,Kubernetes Service,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'schematicsid': 'eu-de.workspace.iks_-_cluster_integrations.51aa6c22', 'tf-int': ''}",743.9999997222222,RHEL_INSTANCE_HOURS
,14.094157434737845,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,14.094157434737845,IBM,0.140941574347378,0.0001894376,On-Demand,743.9999997222222,DISK_HOURS,IBM,IBM,eu-de,crn:v1:bluemix:public:containers-kubernetes:eu-de:a/76445171de0246759484e1174bf8f1f0:ck637n7f06ji8rfbfsug:worker:kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000006c9,ck637n7f06ji8rfbfsug_kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-000006c9,service_instance,,Kubernetes Service,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'schematicsid': 'eu-de.workspace.iks_-_cluster_integrations.51aa6c22', 'tf-int': ''}",743.9999997222222,DISK_HOURS
,153.62083915957334,76445171de0246759484e1174bf8f1f0,IBM PoC - SQLI Maximo,USD,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,Usage,,Recurring,2024-03-31T00:00:00.000Z,2024-03-4T00:00:00.000Z,On-Demand,,,,,153.62083915957334,IBM,2034.843979640276,2.73500535,On-Demand,743.9999997222222,GIGABYTE_HOURS,IBM,IBM,eu-de,crn:v1:bluemix:public:containers-kubernetes:eu-de:a/76445171de0246759484e1174bf8f1f0:ck637n7f06ji8rfbfsug:worker:kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-0000084b,ck637n7f06ji8rfbfsug_kube-ck637n7f06ji8rfbfsug-sqliocpv8-workerp-0000084b,service_instance,,Kubernetes Service,,,a2c3827b59314d98adc80c5a9de5a28c,sqli-rg,"{'schematicsid': 'eu-de.workspace.iks_-_cluster_integrations.51aa6c22', 'tf-int': ''}",743.9999997222222,GIGABYTE_HOURS
